DATE,PRICE,SPACE,CATEGORIES
2020-08-13,1300.00,63,"APARTMENT, FLAT"
2020-09-02,1160.00,58,"APARTMENT, FLAT"
2019-02-08,3100.00,130,APARTMENT
2019-04-27,2735.00,115,APARTMENT
2018-06-01,1190.00,57,APARTMENT
2020-12-03,975.00,57,"APARTMENT, FLAT"
2020-02-19,1385.00,85,"APARTMENT, FLAT"
2019-02-13,1020.00,53,APARTMENT
2019-03-01,1295.00,69,APARTMENT
2019-10-29,1235.00,63,APARTMENT
2019-09-20,1020.00,51,APARTMENT
2018-11-28,1690.00,88,"APARTMENT, FLAT"
2018-08-10,1020.00,53,APARTMENT
2018-06-02,1705.00,93,APARTMENT
2019-04-18,2145.00,143,DUPLEX
2018-04-18,3590.00,177,APARTMENT
2018-07-14,1260.00,67,APARTMENT
2019-05-11,1195.00,53,APARTMENT
2019-04-27,2490.00,122,APARTMENT
2020-05-06,1295.00,69,"APARTMENT, FLAT"
2018-06-01,1185.00,71,APARTMENT
2020-07-01,825.00,45,"APARTMENT, FLAT"
2018-07-19,1170.00,54,APARTMENT
2020-05-05,1595.00,86,"APARTMENT, FLAT"
2018-08-14,1670.00,87,APARTMENT
2019-10-05,1240.00,84,APARTMENT
2020-03-03,1930.00,90,"APARTMENT, FLAT"
2019-12-19,1515.00,79,"APARTMENT, FLAT"
2019-07-24,1720.00,97,APARTMENT
2020-07-31,5520.00,,OFFICE
2018-07-18,1140.00,57,APARTMENT
2019-07-24,2820.00,141,APARTMENT
2020-06-20,1415.00,69,"APARTMENT, FLAT"
2020-09-24,1550.00,70,"APARTMENT, ATTIC_FLAT"
2020-05-05,1200.00,56,"APARTMENT, FLAT"
2019-03-15,2150.00,103,APARTMENT
2018-08-11,2600.00,89,APARTMENT
2019-10-10,1735.00,80,APARTMENT
2020-08-07,2495.00,113,"APARTMENT, FLAT"
2018-03-08,2215.00,133,APARTMENT
2018-08-30,1925.00,110,LOFT
2018-09-21,1350.00,83,APARTMENT
2019-07-24,1650.00,85,APARTMENT
2018-05-24,1790.00,81,APARTMENT
2018-09-21,2350.00,135,APARTMENT
2019-10-03,1700.00,96,APARTMENT
2018-03-08,1825.00,81,APARTMENT
2019-07-19,605.00,29,APARTMENT
2018-04-25,2435.00,126,APARTMENT
2020-12-12,1180.00,59,"APARTMENT, FLAT"
2020-12-15,1460.00,70,"APARTMENT, FLAT"
2020-11-07,1200.00,67,"APARTMENT, FLAT"
2019-08-21,1100.00,61,APARTMENT
2018-12-20,1460.00,70,APARTMENT
2019-03-08,1660.00,83,ROOF_FLAT
2018-02-15,1500.00,80,LOFT
2020-09-19,1010.00,47,"APARTMENT, FLAT"
2020-07-18,1230.00,59,"APARTMENT, FLAT"
2020-06-27,895.00,50,"APARTMENT, FLAT"
2018-08-14,1700.00,97,APARTMENT
2020-05-26,3175.00,136,"APARTMENT, FLAT"
2018-04-18,2620.00,146,APARTMENT
2019-11-30,1380.00,92,APARTMENT
2020-05-22,1228.00,64,"APARTMENT, FLAT"
2018-10-06,480.00,32,APARTMENT
2020-05-01,3940.00,189,"APARTMENT, DUPLEX"
2018-10-25,2045.00,114,APARTMENT
2019-01-16,1695.00,107,APARTMENT
2019-04-24,1795.00,100,APARTMENT
2020-09-01,1384.00,83,"APARTMENT, FLAT"
2020-11-13,1465.00,72,"APARTMENT, FLAT"
2019-06-06,1505.00,98,ROOF_FLAT
2018-09-13,1430.00,107,APARTMENT
2018-03-21,1630.00,93,APARTMENT
2020-05-26,2072.00,113,"APARTMENT, FLAT"
2020-05-26,1487.00,70,"APARTMENT, FLAT"
2020-10-24,1320.00,62,"APARTMENT, FLAT"
2020-09-02,1825.00,81,"APARTMENT, FLAT"
2021-01-07,1125.00,50,"APARTMENT, FLAT"
2020-07-18,1489.00,84,"APARTMENT, FLAT"
2018-07-07,1325.00,,OFFICE
2019-09-19,2325.00,124,APARTMENT
2019-04-25,3975.00,227,APARTMENT
2020-05-06,1705.00,93,"APARTMENT, FLAT"
2018-11-07,1400.00,83,APARTMENT
2020-05-20,2490.00,122,"APARTMENT, FLAT"
2019-07-05,2990.00,156,APARTMENT
2020-10-13,1210.00,58,"APARTMENT, FLAT"
2020-05-16,1410.00,89,"APARTMENT, FLAT"
2019-04-12,670.00,33,APARTMENT
2020-07-23,1805.00,139,"APARTMENT, FLAT"
2021-01-07,1790.00,81,"APARTMENT, FLAT"
2018-03-01,580.00,28,APARTMENT
2020-05-16,965.00,59,"APARTMENT, FLAT"
2020-08-12,1700.00,88,"APARTMENT, FLAT"
2019-05-01,1065.00,51,APARTMENT
2020-07-06,1642.00,88,"APARTMENT, FLAT"
2019-02-21,3510.00,156,DUPLEX
2020-07-16,2300.00,98,"APARTMENT, FLAT"
2019-11-29,1560.00,89,APARTMENT
2019-02-08,2065.00,99,APARTMENT
2020-09-02,1170.00,54,"APARTMENT, FLAT"
2020-08-29,3330.00,133,"APARTMENT, FLAT"
2020-10-01,1755.00,81,"APARTMENT, FLAT"
2020-05-01,1125.00,50,"APARTMENT, FLAT"
2018-07-25,1210.00,63,APARTMENT
2018-09-18,1680.00,80,APARTMENT
2019-10-02,1380.00,72,APARTMENT
2018-08-22,1460.00,70,APARTMENT
2018-02-15,1605.00,86,APARTMENT
2020-05-26,1080.00,72,"APARTMENT, FLAT"
2020-03-24,3700.00,293,"APARTMENT, DUPLEX"
2020-02-01,1470.00,70,"APARTMENT, FLAT"
2019-10-15,1295.00,62,APARTMENT
2020-08-19,1555.00,102,"APARTMENT, DUPLEX"
2020-08-20,2025.00,111,"APARTMENT, FLAT"
2020-05-05,1650.00,94,"APARTMENT, FLAT"
2019-09-07,1155.00,63,APARTMENT
2018-07-28,2625.00,120,APARTMENT
2020-01-15,2055.00,111,"APARTMENT, FLAT"
2020-10-31,1700.00,97,"APARTMENT, FLAT"
2019-03-20,1790.00,81,APARTMENT
2018-02-03,1130.00,66,APARTMENT
2020-04-30,1040.00,53,"APARTMENT, FLAT"
2020-05-11,1990.00,69,"APARTMENT, FLAT"
2021-12-20,1910.00,108,"APARTMENT, FLAT"
2018-07-20,150.00,,UNDERGROUND_SLOT
2021-01-14,720.00,33,"APARTMENT, FLAT"
2019-07-30,1160.00,61,APARTMENT
2019-04-26,1160.00,61,APARTMENT
2020-05-26,1370.00,65,"APARTMENT, FLAT"
2019-04-23,1160.00,61,APARTMENT
2020-11-03,1020.00,55,"APARTMENT, FLAT"
2018-10-17,1290.00,78,APARTMENT
2021-04-28,30.00,,"COVERED_PARKING_PLACE_BIKE, COVERED_PARKING_PLACE_BIKE"
2021-10-01,1360.00,87,"APARTMENT, DUPLEX"
2018-01-24,850.00,52,APARTMENT
2019-05-13,2390.00,114,APARTMENT
2018-02-15,750.00,38,APARTMENT
2021-08-06,520.00,23,"APARTMENT, FLAT"
2020-08-18,650.00,30,"APARTMENT, FLAT"
2019-04-25,1700.00,110,APARTMENT
2019-01-09,1280.00,63,APARTMENT
2021-02-09,,,UNDERGROUND_SLOT
2019-07-31,1340.00,67,APARTMENT
2020-03-06,321.00,,"SHOP, ATELIER"
2019-08-14,1290.00,81,DUPLEX
2018-05-03,1200.00,69,APARTMENT
2018-01-25,220.00,,SINGLE_GARAGE
2021-01-29,1180.00,70,"APARTMENT, FLAT"
2019-04-18,,,OFFICE
2019-03-25,1150.00,75,APARTMENT
2018-06-28,1140.00,48,APARTMENT
2019-01-29,1450.00,78,APARTMENT
2021-07-22,1015.00,44,"APARTMENT, FLAT"
2019-09-27,800.00,35,APARTMENT
2020-08-14,200.00,10,"APARTMENT, SINGLE_ROOM"
2019-02-11,135.00,,OPEN_SLOT
2020-06-03,900.00,54,"APARTMENT, FLAT"
2020-05-12,2070.00,75,"APARTMENT, FLAT"
2020-03-10,130.00,,UNDERGROUND_SLOT
2019-12-12,170.00,,UNDERGROUND_SLOT
2018-12-11,1804.00,,"RETAIL, STORAGE_ROOM"
2021-01-14,500.00,18,"APARTMENT, SINGLE_ROOM"
2020-08-04,990.00,54,"APARTMENT, FLAT"
2020-07-08,1075.00,,"RETAIL, SHOP"
2020-02-07,140.00,,UNDERGROUND_SLOT
2021-04-26,1410.00,71,"APARTMENT, FLAT"
2020-05-11,1080.00,54,"APARTMENT, FLAT"
2018-10-15,2230.00,132,APARTMENT
2020-06-18,2120.00,81,"APARTMENT, FLAT"
2018-09-28,1040.00,48,APARTMENT
2021-08-05,850.00,44,"APARTMENT, FLAT"
2019-06-28,2570.00,159,APARTMENT
2021-12-09,1619.00,76,"APARTMENT, FLAT"
2019-03-26,1000.00,58,APARTMENT
2021-10-12,1190.00,66,"APARTMENT, FLAT"
2018-10-11,1630.00,112,APARTMENT
2021-12-06,840.00,36,"APARTMENT, FLAT"
2019-08-27,1340.00,67,APARTMENT
2021-11-16,1350.00,81,"APARTMENT, FLAT"
2021-01-13,130.00,,UNDERGROUND_SLOT
2020-09-10,1370.00,75,"APARTMENT, FLAT"
2018-03-07,990.00,56,APARTMENT
2021-02-25,160.00,,UNDERGROUND_SLOT
2021-04-14,2370.00,114,"APARTMENT, FLAT"
2019-06-04,2100.00,112,APARTMENT
2020-07-03,1140.00,50,"APARTMENT, FLAT"
2018-02-12,1390.00,75,APARTMENT
2019-07-10,1150.00,61,APARTMENT
2021-07-05,1200.00,70,"APARTMENT, FLAT"
2021-03-12,1220.00,66,"APARTMENT, FLAT"
2018-07-24,,,OFFICE
2020-04-03,,,UNDERGROUND_SLOT
2019-05-15,790.00,38,APARTMENT
2018-12-05,1270.00,79,APARTMENT
2020-02-13,1350.00,67,"APARTMENT, FLAT"
2019-04-26,1250.00,60,APARTMENT
2021-09-10,910.00,43,"APARTMENT, FLAT"
2018-02-23,1190.00,70,APARTMENT
2019-03-01,1120.00,53,APARTMENT
2020-09-03,2480.00,120,"APARTMENT, FLAT"
2019-07-01,1340.00,67,APARTMENT
2020-06-12,3750.00,175,"APARTMENT, DUPLEX"
2021-01-28,2910.00,91,"APARTMENT, ATTIC_FLAT"
2021-03-19,1140.00,61,"APARTMENT, FLAT"
2020-08-03,1470.00,70,"APARTMENT, FLAT"
2021-01-29,2210.00,115,"APARTMENT, FLAT"
2021-09-01,750.00,37,"APARTMENT, FLAT"
2019-07-04,1000.00,58,APARTMENT
2021-10-18,700.00,31,"APARTMENT, FLAT"
2020-01-15,,,OFFICE
2018-07-18,160.00,,UNDERGROUND_SLOT
2018-03-12,1080.00,47,APARTMENT
2020-02-17,1150.00,61,"APARTMENT, FLAT"
2021-08-27,1800.00,114,"APARTMENT, FLAT"
2019-04-04,,,STORAGE_ROOM
2019-01-18,1300.00,71,APARTMENT
2018-12-05,1780.00,97,APARTMENT
2018-11-14,930.00,47,APARTMENT
2020-11-04,1848.00,92,"APARTMENT, FLAT"
2021-02-22,1000.00,55,"APARTMENT, FLAT"
2021-12-06,930.00,46,"APARTMENT, FLAT"
2018-04-10,2620.00,160,APARTMENT
2018-05-02,,,OFFICE
2020-06-23,1600.00,94,"APARTMENT, FLAT"
2020-08-31,1800.00,100,"APARTMENT, FLAT"
2021-04-26,1600.00,94,"APARTMENT, FLAT"
2020-12-08,1300.00,64,"APARTMENT, FLAT"
2018-09-10,,,SHOP
2018-12-24,1330.00,71,APARTMENT
2019-07-24,1840.00,86,APARTMENT
2021-03-09,15.00,,"COVERED_PARKING_PLACE_BIKE, COVERED_PARKING_PLACE_BIKE"
2020-11-09,1210.00,63,"APARTMENT, FLAT"
2021-10-12,2453.00,,"RETAIL, PRACTICE"
2018-12-05,,,OFFICE
2018-02-13,160.00,,UNDERGROUND_SLOT
2018-01-18,1600.00,94,APARTMENT
2018-01-19,2320.00,112,APARTMENT
2020-01-14,1860.00,78,"APARTMENT, FLAT"
2021-06-07,1850.00,80,"APARTMENT, FLAT"
2020-11-04,1780.00,101,"APARTMENT, FLAT"
2020-03-03,1860.00,115,"APARTMENT, FLAT"
2021-04-30,760.00,37,"APARTMENT, FLAT"
2021-03-30,1090.00,56,"APARTMENT, FLAT"
2019-10-16,1390.00,85,APARTMENT
2020-06-18,1440.00,97,"APARTMENT, FLAT"
2020-01-08,200.00,10,"APARTMENT, SINGLE_ROOM"
2020-08-18,850.00,41,"APARTMENT, FLAT"
2021-11-16,160.00,,UNDERGROUND_SLOT
2020-02-27,1390.00,71,"APARTMENT, FLAT"
2021-04-27,330.00,17,"APARTMENT, SINGLE_ROOM"
2021-01-11,2050.00,139,"APARTMENT, FLAT"
2021-03-10,1600.00,83,"APARTMENT, FLAT"
2021-09-10,1170.00,55,"APARTMENT, FLAT"
2020-10-15,1420.00,68,"APARTMENT, FLAT"
2021-12-06,1190.00,69,"APARTMENT, FLAT"
2020-05-04,980.00,47,"APARTMENT, FLAT"
2019-08-28,2000.00,144,APARTMENT
2020-09-18,2590.00,159,"APARTMENT, FLAT"
2020-01-01,980.00,47,"APARTMENT, FLAT"
2021-07-16,1000.00,56,"APARTMENT, FLAT"
2018-10-13,140.00,,UNDERGROUND_SLOT
2020-05-07,1950.00,92,"APARTMENT, FLAT"
2021-11-15,1845.00,82,"APARTMENT, FLAT"
2020-04-14,1440.00,67,"APARTMENT, FLAT"
2018-01-04,1625.00,96,APARTMENT
2018-11-07,610.00,30,APARTMENT
2020-06-04,1230.00,73,"APARTMENT, FLAT"
2019-05-01,1160.00,57,APARTMENT
2019-01-30,1520.00,88,APARTMENT
2018-11-16,1080.00,49,APARTMENT
2018-04-12,790.00,27,APARTMENT
2019-08-06,1260.00,55,APARTMENT
2018-09-17,230.00,,COMMERCIAL
2018-12-03,550.00,27,APARTMENT
2018-10-16,1020.00,50,APARTMENT
2020-04-15,1320.00,63,"APARTMENT, FLAT"
2019-08-15,890.00,50,APARTMENT
2018-07-05,940.00,50,APARTMENT
2018-09-13,840.00,55,APARTMENT
2019-08-21,620.00,29,APARTMENT
2019-04-12,560.00,21,APARTMENT
2018-04-19,1020.00,50,APARTMENT
2019-01-09,1580.00,95,APARTMENT
2019-04-05,1140.00,70,APARTMENT
2020-06-02,1190.00,55,"APARTMENT, FLAT"
2019-02-11,920.00,49,APARTMENT
2020-06-11,1150.00,51,"APARTMENT, FLAT"
2018-11-07,1290.00,69,APARTMENT
2019-02-12,620.00,29,APARTMENT
2018-06-20,1490.00,89,APARTMENT
2020-03-14,980.00,29,"APARTMENT, FURNISHED_FLAT"
2018-08-30,1290.00,69,APARTMENT
2019-04-09,1420.00,68,APARTMENT
2019-02-06,170.00,,HOBBY_ROOM
2018-04-24,890.00,41,APARTMENT
2020-02-12,990.00,42,"APARTMENT, FLAT"
2018-01-24,120.00,,UNDERGROUND_SLOT
2019-12-04,1170.00,68,APARTMENT
2020-01-29,1080.00,48,"APARTMENT, FLAT"
2019-01-29,740.00,32,APARTMENT
2018-07-30,1260.00,50,APARTMENT
2019-11-11,,,"RETAIL, COMMERCIAL"
2019-01-16,1425.00,,COMMERCIAL
2018-04-11,560.00,30,APARTMENT
2018-11-27,1320.00,30,FURNISHED_FLAT
2019-05-15,1490.00,,FURNISHED_FLAT
2018-06-28,640.00,29,APARTMENT
2019-09-10,1360.00,68,APARTMENT
2019-11-05,890.00,48,APARTMENT
2018-08-07,610.00,30,APARTMENT
2018-09-04,130.00,,UNDERGROUND_SLOT
2019-08-15,1320.00,63,APARTMENT
2018-01-05,1050.00,49,APARTMENT
2019-03-14,620.00,29,APARTMENT
2019-03-18,620.00,29,APARTMENT
2018-01-04,710.00,30,APARTMENT
2018-05-29,620.00,29,APARTMENT
2018-08-02,650.00,26,APARTMENT
2019-12-11,1230.00,74,APARTMENT
2019-11-05,1490.00,75,APARTMENT
2018-10-09,1240.00,65,APARTMENT
2018-09-24,640.00,29,APARTMENT
2019-08-15,110.00,,UNDERGROUND_SLOT
2019-06-24,1420.00,67,APARTMENT
2020-02-10,1190.00,55,"APARTMENT, FLAT"
2019-03-05,910.00,50,APARTMENT
2019-06-12,1150.00,68,APARTMENT
2019-05-16,690.00,30,APARTMENT
2019-02-08,1550.00,97,APARTMENT
2019-04-04,610.00,30,APARTMENT
2020-04-08,640.00,29,"APARTMENT, FLAT"
2019-03-05,990.00,52,APARTMENT
2019-08-27,1170.00,75,APARTMENT
2019-08-09,620.00,29,APARTMENT
2018-06-20,1030.00,45,APARTMENT
2019-02-11,1330.00,64,APARTMENT
2020-03-31,950.00,40,"APARTMENT, FLAT"
2019-07-19,750.00,41,APARTMENT
2019-06-24,620.00,29,APARTMENT
2018-06-20,1490.00,89,APARTMENT
2019-02-06,900.00,31,APARTMENT
2019-03-22,1120.00,48,APARTMENT
2020-02-10,990.00,52,"APARTMENT, FLAT"
2018-04-27,1110.00,75,APARTMENT
2019-11-11,,,"RETAIL, COMMERCIAL"
2018-06-20,1260.00,72,APARTMENT
2019-06-11,1420.00,67,APARTMENT
2019-03-14,760.00,31,APARTMENT
2019-02-06,1190.00,55,APARTMENT
2019-11-07,1430.00,68,APARTMENT
2018-03-23,890.00,45,APARTMENT
2019-04-12,540.00,29,APARTMENT
2019-12-03,1680.00,84,APARTMENT
2018-11-02,1150.00,51,APARTMENT
2020-04-14,1080.00,50,"APARTMENT, FLAT"
2018-05-02,740.00,32,APARTMENT
2020-02-20,1460.00,63,"APARTMENT, FLAT"
2019-12-04,890.00,48,APARTMENT
2019-05-03,910.00,41,APARTMENT
2018-09-24,840.00,55,APARTMENT
2020-06-08,1350.00,77,"APARTMENT, FLAT"
2019-12-20,1300.00,78,APARTMENT
2018-01-30,2050.00,125,APARTMENT
2018-11-02,730.00,39,APARTMENT
2018-09-24,350.00,,UNDERGROUND_SLOT
2020-01-29,980.00,29,"APARTMENT, FURNISHED_FLAT"
2020-02-24,1180.00,64,"APARTMENT, FLAT"
2021-10-08,840.00,47,"APARTMENT, FLAT"
2021-05-07,1180.00,64,"APARTMENT, FLAT"
2021-06-17,1105.00,64,"APARTMENT, FLAT"
2018-01-23,1355.00,74,ROOF_FLAT
2019-05-21,145.00,,UNDERGROUND_SLOT
2018-01-30,370.00,,HOBBY_ROOM
2018-10-24,700.00,31,APARTMENT
2019-06-18,1050.00,44,APARTMENT
2018-06-27,140.00,,UNDERGROUND_SLOT
2019-05-21,1020.00,60,APARTMENT
2018-10-24,1200.00,71,APARTMENT
2019-02-21,140.00,,SINGLE_GARAGE
2018-10-24,140.00,,UNDERGROUND_SLOT
2019-04-23,1090.00,50,APARTMENT
2018-03-14,1050.00,75,APARTMENT
2018-06-27,1220.00,70,APARTMENT
2018-03-02,140.00,,UNDERGROUND_SLOT
2019-03-26,1320.00,62,ROOF_FLAT
2018-05-29,840.00,42,APARTMENT
2018-09-07,790.00,28,FURNISHED_FLAT
2018-05-29,1350.00,42,FURNISHED_FLAT
2019-01-07,700.00,26,APARTMENT
2019-06-24,140.00,,UNDERGROUND_SLOT
2019-02-21,145.00,,UNDERGROUND_SLOT
2019-02-21,150.00,,SINGLE_GARAGE
2018-10-31,1050.00,70,APARTMENT
2018-06-27,30.00,,COVERED_PARKING_PLACE_BIKE
2018-02-26,1220.00,66,APARTMENT
2019-06-24,150.00,,UNDERGROUND_SLOT
2018-03-23,620.00,28,APARTMENT
2018-06-27,140.00,,SINGLE_GARAGE
2018-11-19,150.00,,UNDERGROUND_SLOT
2019-01-04,750.00,20,FURNISHED_FLAT
2018-11-28,2400.00,,STORAGE_ROOM
2020-03-11,,,OFFICE
2019-01-01,,,OFFICE
2019-05-09,1735.00,77,APARTMENT
2021-05-06,,,"RETAIL, STORAGE_ROOM"
2021-08-31,202.00,,"RETAIL, STORAGE_ROOM"
2021-03-26,,,"RETAIL, SHOP"
2020-08-24,3500.00,109,"APARTMENT, DUPLEX"
2019-12-19,326.00,,OFFICE
2020-08-11,2072.00,,OFFICE
2021-03-26,550.00,,"RETAIL, STORAGE_ROOM"
2021-03-26,,,DISPLAY_WINDOW
2018-07-17,,,UNDERGROUND_SLOT
2018-02-10,,,OFFICE
2020-07-13,120.00,,OPEN_SLOT
2020-01-09,,,UNDERGROUND_SLOT
2020-01-03,3285.00,,"RETAIL, STORAGE_ROOM"
2021-07-02,150.00,,UNDERGROUND_SLOT
2020-01-30,367.00,,"RETAIL, STORAGE_ROOM"
2019-03-13,368.00,,OFFICE
2021-03-26,300.00,,OPEN_SLOT
2019-05-09,,,OFFICE
2018-10-25,33278.00,,OFFICE
2021-08-26,2175.00,90,"APARTMENT, FLAT"
2020-11-10,403.00,,OFFICE
2020-01-31,376.00,,"RETAIL, STORAGE_ROOM"
2018-08-21,247.00,,STORAGE_ROOM
2021-03-26,450.00,,"RETAIL, STORAGE_ROOM"
2021-04-16,1320.00,,"RETAIL, STORAGE_ROOM"
2021-03-26,,,OFFICE
2019-12-24,14352.00,,OFFICE
2021-03-26,1815.00,,"RETAIL, STORAGE_ROOM"
2019-05-09,,,OFFICE
2019-02-14,220.00,,UNDERGROUND_SLOT
2019-07-24,250.00,,UNDERGROUND_SLOT
2020-05-18,2280.00,88,"APARTMENT, FLAT"
2021-03-26,694.00,,"RETAIL, STORAGE_ROOM"
2018-03-07,,,OFFICE
2019-05-09,101.00,,STORAGE_ROOM
2020-07-30,65.00,,"RETAIL, STORAGE_ROOM"
2021-03-26,,,OFFICE
2018-01-06,,,OFFICE
2020-03-11,,,OFFICE
2018-03-16,,,OFFICE
2018-11-03,,,OFFICE
2018-01-16,465.00,,OFFICE
2021-03-26,,,DISPLAY_WINDOW
2018-01-05,675.00,,OFFICE
2020-09-30,193.00,,"RETAIL, STORAGE_ROOM"
2020-06-18,250.00,,UNDERGROUND_SLOT
2021-03-26,1740.00,74,"APARTMENT, FLAT"
2018-07-03,333.00,,STORAGE_ROOM
2019-08-06,40.00,,STORAGE_ROOM
2021-04-15,,,OFFICE
2021-11-10,1500.00,93,"APARTMENT, FLAT"
2018-10-13,64.00,,STORAGE_ROOM
2021-03-26,225.00,,"RETAIL, STORAGE_ROOM"
2018-09-08,119.00,,STORAGE_ROOM
2021-04-30,1669.00,77,"APARTMENT, FLAT"
2020-06-04,358.00,,"RETAIL, STORAGE_ROOM"
2019-08-02,1350.00,57,APARTMENT
2019-01-09,485.00,,STORAGE_ROOM
2020-05-15,4037.00,,OFFICE
2021-03-26,,,OFFICE
2019-08-02,1770.00,71,APARTMENT
2021-03-26,690.00,,OFFICE
2018-06-07,,,OFFICE
2019-12-24,6938.00,,OFFICE
2021-05-15,,,OFFICE
2020-06-04,202.00,,"RETAIL, STORAGE_ROOM"
2019-09-03,250.00,,UNDERGROUND_SLOT
2018-04-04,910.00,,OFFICE
2019-12-20,3552.00,202,DUPLEX
2020-04-30,70.00,,OPEN_SLOT
2019-05-09,4695.00,,OFFICE
2018-10-25,35138.00,,OFFICE
2021-04-26,,,OFFICE
2021-03-26,,,OFFICE
2021-10-15,250.00,,UNDERGROUND_SLOT
2019-08-26,1131.00,,OFFICE
2021-11-11,846.00,,"RETAIL, COMMERCIAL"
2018-12-14,250.00,,UNDERGROUND_SLOT
2020-06-04,250.00,,UNDERGROUND_SLOT
2021-09-07,1917.00,,OFFICE
2021-05-12,120.00,,OPEN_SLOT
2019-08-02,1800.00,72,APARTMENT
2021-04-16,7333.00,,"RETAIL, SHOP"
2021-06-28,1380.00,57,"APARTMENT, FLAT"
2021-10-26,824.00,,OFFICE
2021-03-26,,,OFFICE
2020-05-29,3239.00,,OFFICE
2019-05-09,120.00,,STORAGE_ROOM
2020-01-23,1575.00,112,"APARTMENT, DUPLEX"
2021-07-08,1570.00,66,"APARTMENT, FLAT"
2019-02-27,990.00,57,APARTMENT
2021-01-08,2000.00,80,"APARTMENT, FLAT"
2021-03-25,1500.00,68,"APARTMENT, FLAT"
2021-02-25,710.00,32,"APARTMENT, STUDIO"
2020-03-27,1150.00,60,"APARTMENT, FLAT"
2021-09-22,985.00,36,"APARTMENT, STUDIO"
2018-11-30,1750.00,83,APARTMENT
2020-07-28,1380.00,72,"APARTMENT, FLAT"
2018-05-08,4877.00,152,DUPLEX
2018-11-20,1320.00,69,APARTMENT
2018-11-07,2480.00,100,APARTMENT
2018-02-21,2960.00,,COMMERCIAL
2021-08-19,2690.00,130,"APARTMENT, FLAT"
2018-07-13,2653.00,114,APARTMENT
2018-04-04,1300.00,55,APARTMENT
2019-06-06,1500.00,,COMMERCIAL
2018-11-23,4877.00,152,DUPLEX
2020-11-05,520.00,,OFFICE
2018-01-24,1580.00,80,ROOF_FLAT
2018-07-23,2850.00,100,APARTMENT
2018-01-02,1780.00,119,ROOF_FLAT
2020-02-17,590.00,18,"APARTMENT, FLAT"
2018-01-17,1440.00,55,APARTMENT
2019-03-28,1040.00,50,APARTMENT
2021-08-19,2000.00,80,"APARTMENT, FLAT"
2020-05-15,1300.00,66,"APARTMENT, FLAT"
2021-08-25,1880.00,60,"APARTMENT, LOFT"
2018-12-07,4845.00,149,DUPLEX
2020-02-19,1830.00,83,"APARTMENT, FLAT"
2021-01-06,1390.00,66,"APARTMENT, FLAT"
2021-01-27,1285.00,58,"APARTMENT, STUDIO"
2018-10-15,960.00,34,STUDIO
2021-09-13,1100.00,39,"APARTMENT, FLAT"
2020-11-03,1560.00,70,"APARTMENT, FLAT"
2019-01-29,3450.00,118,APARTMENT
2020-11-19,1845.00,78,"APARTMENT, FLAT"
2021-01-06,1310.00,55,"APARTMENT, FLAT"
2021-10-08,1800.00,80,"APARTMENT, FLAT"
2021-11-25,1910.00,80,"APARTMENT, FLAT"
2021-02-04,1360.00,58,"APARTMENT, FLAT"
2021-09-16,1840.00,80,"APARTMENT, FLAT"
2018-01-02,1510.00,61,APARTMENT
2019-10-10,1270.00,71,ROOF_FLAT
2020-04-14,910.00,42,"APARTMENT, FLAT"
2019-01-04,1350.00,70,APARTMENT
2019-03-04,1310.00,58,STUDIO
2019-09-20,1060.00,50,APARTMENT
2020-01-10,1700.00,,"RETAIL, COMMERCIAL"
2021-11-04,1800.00,80,"APARTMENT, FLAT"
2019-12-11,2550.00,114,ATTIC_FLAT
2018-06-26,950.00,42,STUDIO
2020-09-23,1880.00,60,"APARTMENT, LOFT"
2018-08-20,2600.00,100,APARTMENT
2020-10-06,950.00,44,"APARTMENT, FLAT"
2018-04-04,1815.00,65,ROOF_FLAT
2021-05-17,1350.00,90,"APARTMENT, FLAT"
2018-03-08,2000.00,110,APARTMENT
2020-05-19,1280.00,74,"APARTMENT, FLAT"
2020-07-15,980.00,55,"APARTMENT, FLAT"
2020-11-11,1845.00,78,"APARTMENT, FLAT"
2021-04-21,1700.00,,"RETAIL, COMMERCIAL"
2018-06-19,1440.00,58,APARTMENT
2020-12-08,1370.00,72,"APARTMENT, FLAT"
2020-01-02,1050.00,50,"APARTMENT, FLAT"
2019-12-18,1250.00,57,APARTMENT
2019-09-26,985.00,36,STUDIO
2020-01-10,1320.00,,"RETAIL, COMMERCIAL"
2021-04-07,1300.00,65,"APARTMENT, FLAT"
2021-07-21,1820.00,93,"APARTMENT, FLAT"
2021-11-03,2290.00,100,"APARTMENT, FLAT"
2019-01-11,1780.00,130,DUPLEX
2018-07-16,2653.00,114,APARTMENT
2021-02-05,4500.00,180,"HOUSE, ROW_HOUSE"
2021-12-09,2320.00,87,"APARTMENT, DUPLEX, MAISONETTE"
2021-11-03,2400.00,,"RETAIL, COMMERCIAL"
2020-09-23,1385.00,55,"APARTMENT, FLAT"
2020-07-16,1580.00,81,"APARTMENT, FLAT"
2021-03-22,1530.00,72,"APARTMENT, FLAT"
2018-01-03,960.00,35,APARTMENT
2021-08-25,1515.00,66,"APARTMENT, FLAT"
2018-11-01,1440.00,72,APARTMENT
2021-01-29,1200.00,54,"APARTMENT, FLAT"
2021-10-22,1590.00,77,"APARTMENT, FLAT"
2021-11-02,1280.00,57,"APARTMENT, FLAT"
2018-11-14,980.00,35,STUDIO
2018-08-03,1300.00,65,APARTMENT
2020-01-02,2240.00,106,"APARTMENT, FLAT"
